amsmtFclty,appnNtfcDate,cltrFclty,cnvnncFclty,etcFclty,institutionNm,insttCode,insttNm,latitude,lnmadr,longitude,manageNo,mvmFclty,parkAr,parkNm,parkSe,phoneNumber,rdnmadr,referenceDate
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.861483,경상북도 경주시 용강동 1350,129.222049,47130-00016,야외운동기구 등,2300,대신어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.85133755,경상북도 경주시 동천동 875-1,129.2293943,47130-00017,야외운동기구 등,2250,탈해어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.8498132,경상북도 경주시 동천동 909,129.2297176,47130-00018,야외운동기구 등,2675,월성어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.8473858,경상북도 경주시 동천동 916,129.2299065,47130-00019,야외운동기구 등,1960,금강어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.84588436,경상북도 경주시 동천동 940,129.235519,47130-00020,야외운동기구 등,3495,동원어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.845591,경상북도 경주시 동천동 951,129.233293,47130-00021,야외운동기구 등,1300,경동어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.864243,경상북도 경주시 현곡면 금장리 640-4,129.201618,47130-00022,야외운동기구 등,1500,안현어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.871652,경상북도 경주시 현곡면 금장리 384-38,129.202739,47130-00023,야외운동기구 등,1500,금장어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.8641579,경상북도 경주시 황성동 477-5,129.215224,47130-00024,야외운동기구 등,1941,황성어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1989-12-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.845827,경상북도 경주시 충효동 2934,129.176353,47130-00025,야외운동기구 등,2260,원당어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1989-12-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.845132,경상북도 경주시 충효동 2955,129.180885,47130-00026,야외운동기구 등,1590,중앙어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1989-12-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.844376,경상북도 경주시 충효동 2968-2,129.184052,47130-00027,야외운동기구 등,2120,충효어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1989-12-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.84291348,경상북도 경주시 충효동 2999,129.187289,47130-00028,야외운동기구 등,2402,현대어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1989-12-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.841031,경상북도 경주시 충효동 3018,129.189542,47130-00029,야외운동기구 등,1690,송화어린이공원,어린이공원,054-779-8789,,2025-10-31
,1990-03-06,,주차장+화장실,,(주)한국수력원자력,5050000,경상북도 경주시,35.70434323,경상북도 경주시 양남면 나아리 958,129.4673456,47130-00030,,138070,나아공원,근린공원,,,2025-10-31
조합놀이대 등,1990-05-30,,,,경상북도 경주시청,5050000,경상북도 경주시,35.88029086,경상북도 경주시 용강동 1282,129.231165,47130-00031,야외운동기구 등,4522,용강어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1990-05-30,,,,경상북도 경주시청,5050000,경상북도 경주시,35.87488057,경상북도 경주시 용강동 1292-1,129.2291158,47130-00032,야외운동기구 등,2486,승삼어린이공원,어린이공원,054-779-8789,,2025-10-31
,1990-09-17,,주차장+화장실,,경상북도 경주시청 체육진흥과,5050000,경상북도 경주시,35.87794574,경상북도 경주시 황성동 1070,129.2205548,47130-00033,,16033,형산강체육공원,체육공원,,,2025-10-31
조합놀이대 등,1993-08-10,,,,경상북도 경주시청,5050000,경상북도 경주시,35.7722968,경상북도 경주시 시래동 1012,129.304814,47130-00034,야외운동기구 등,2134,시래어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1993-08-10,,,,경상북도 경주시청,5050000,경상북도 경주시,35.771983,경상북도 경주시 시래동 1083,129.310281,47130-00035,야외운동기구 등,2200,구매어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1993-08-10,,,,경상북도 경주시청,5050000,경상북도 경주시,35.7701618,경상북도 경주시 시래동 1107,129.308068,47130-00036,야외운동기구 등,2073,영불어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1993-10-04,,,,경상북도 경주시청,5050000,경상북도 경주시,36.0042856,경상북도 경주시 안강읍 산대리 2379-2,129.195667,47130-00037,야외운동기구 등,1585,새싹어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1993-10-04,,,,경상북도 경주시청,5050000,경상북도 경주시,36.003868,경상북도 경주시 안강읍 산대리 2382-5,129.1987282,47130-00038,야외운동기구 등,1593,나무어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1993-10-04,,,,경상북도 경주시청,5050000,경상북도 경주시,36.00135002,경상북도 경주시 안강읍 산대리 2399-2,129.1973804,47130-00039,야외운동기구 등,1898,열매어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1962-01-26,,,,경상북도 경주시청,5050000,경상북도 경주시,35.842019,경상북도 경주시 노서동 129-20,129.206267,47130-00001,야외운동기구 등,926,노서 어린이공원,어린이공원,054-779-8789,경상북도 경주시 원효로 50,2025-10-31
,1972-05-08,,,,경상북도 경주시청,5050000,경상북도 경주시,35.78475067,경상북도 경주시 진현동 651-11,129.3264839,47130-00002,야외운동기구 등,4250,불국소공원,어린이공원,054-779-8789,,2025-10-31
,1974-06-13,,주차장+화장실,,경상북도 경주시청,5050000,경상북도 경주시,35.85766728,경상북도 경주시 황성동 산1-1,129.2131344,47130-00003,시민운동장+씨름장+축구장+궁도장,577770,황성공원,근린공원,054-779-8772,경상북도 경주시 알천북로 115,2025-10-31
,2024-05-16,,,,경상북도 경주시청,5050000,경상북도 경주시,35.862265,경상북도 경주시 황성동 962번지 ,129.208599,47130-00003,실내체육관,300596,황성문화공원,문화공원,054-779-8788,,2025-10-31
조합놀이대 등,1978-04-27,,,,경상북도 경주시청,5050000,경상북도 경주시,35.85435909,경상북도 경주시 성건동626-16,129.208446,47130-00004,야외운동기구 등,1719,금성어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1978-04-27,,,,경상북도 경주시청,5050000,경상북도 경주시,35.853381,경상북도 경주시 성건동639,129.213822,47130-00005,야외운동기구 등,1298,동문어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1981-04-11,,,,경상북도 경주시청,5050000,경상북도 경주시,35.85438377,경상북도 경주시 동천동808-3,129.226335,47130-00006,야외운동기구 등,1650,보우 어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1982-04-20,,,,경상북도 경주시청,5050000,경상북도 경주시,35.8509109,경상북도 경주시 성건동716,129.206071,47130-00007,야외운동기구 등,1953,성건어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1982-04-20,,,,경상북도 경주시청,5050000,경상북도 경주시,35.854143,경상북도 경주시 동천동798,129.2226219,47130-00008,야외운동기구 등,3371,대안어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1982-04-20,,,,경상북도 경주시청,5050000,경상북도 경주시,35.85719402,경상북도 경주시 동천동770-3,129.224728,47130-00009,야외운동기구 등,3549,양정어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1982-10-23,,,,경상북도 경주시청,5050000,경상북도 경주시,35.853713,경상북도 경주시 성건동692,129.204216,47130-00010,야외운동기구 등,1907,한빛어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1986-11-03,,,,경상북도 경주시청,5050000,경상북도 경주시,35.988881,경상북도 경주시 안강읍 산대리 1956-10,129.2175641,47130-00011,야외운동기구 등,1500,칠평어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.867166,경상북도 경주시 황성동 280-1,129.218557,47130-00012,야외운동기구 등,1700,용황어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대 등,1987-08-29,,,,경상북도 경주시청,5050000,경상북도 경주시,35.863961,경상북도 경주시 용강동 1318-1,129.224096,47130-00013,야외운동기구 등,1600,토용 어린이공원,어린이공원,054-779-8789,,2025-10-31
조합놀이대,1988-08-20,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.066287,경상북도 포항시 북구 장성동 1354-1,129.380269,47113-00035,운동기구,1990.1,장성럭키,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1987-04-03,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.078563,경상북도 포항시 북구 장성동 1551-9,129.383308,47113-00036,,1604.1,장성경성,어린이공원,054-270-5735,,2026-05-12
,1987-04-03,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.084684,경상북도 포항시 북구 장성동 1512-1,129.383965,47113-00037,,1542.3,장성서당,어린이공원,054-270-5735,,2026-05-12
,1987-04-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.083635,경상북도 포항시 북구 장성동 1400-2,129.390442,47113-00038,운동기구,1994.4,장성장량로,어린이공원,054-270-5735,,2026-05-12
,1987-04-03,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.083194,경상북도 포항시 북구 장성동 1410-12,129.394135,47113-00039,운동기구,1600.5,장성현대,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소,1997-02-26,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.005333,경상북도 포항시 남구 효자동 604,129.341648,47111-00092,운동기구,2450,효자 웰빙,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,1995-08-01,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.067420,경상북도 포항시 북구 두호동 1097-1,129.372495,47113-00001,,2750,두호성실,어린이공원,054-270-5735,,2026-05-12
,1995-08-01,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.065335,경상북도 포항시 북구 두호동 1101-1,129.374492,47113-00002,운동기구,1838.5,두호아이파크,어린이공원,054-270-5735,경상북도 포항시 북구 대곡로 22,2026-05-12
조합놀이대,1995-08-01,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.062892,경상북도 포항시 북구 두호동 1105-3,129.375459,47113-00003,운동기구,1950.1,두호창펄리,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1980-08-04,,등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.060832,경상북도 포항시 북구 두호동 1023-6,129.374063,47113-00004,운동기구,1963.8,두호용두산,어린이공원,054-270-5735,경상북도 포항시 북구 두호로52번길 16,2026-05-12
조합놀이대+시소+흔들놀이,1987-04-03,,파고라+평의자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.064556,경상북도 포항시 북구 두호동 1084-2,129.381182,47113-00005,운동기구,1900,두호희망봉,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1988-08-20,,등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.068898,경상북도 포항시 북구 두호동 1073,129.382769,47113-00006,운동기구,2082.4,두호관주당,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1988-08-20,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.067396,경상북도 포항시 북구 두호동 1080-1,129.381730,47113-00007,운동기구,2534.8,두호갓뒷골,어린이공원,054-270-5735,,2026-05-12
,2019-11-15,,평의자+ 등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.060968,경상북도 포항시 북구 두호동 1022-6,129.372199,47113-00008,,770,두호sk소공원,소공원,054-270-5735,,2026-05-12
조합놀이대,2025-06-10,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.0328065,경상북도 포항시 북구 득량동 산 19-44,129.3416764,47113-00009,운동기구,1517,삼구트리니엔시그니처1호,소공원,054-270-5735,,2026-05-12
조합놀이대,2025-06-10,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.033263,경상북도 포항시 북구 득량동 산 19-40,129.3411665,47113-00010,운동기구,1925,삼구트리니엔시그니처2호,소공원,054-270-5735,,2026-05-12
조합놀이대,1994-06-07,,파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.031246,경상북도 포항시 북구 득량동 303-9,129.343419,47113-00011,운동기구,2370.4,득량꿈별,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네,1987-04-03,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.028888,경상북도 포항시 북구 용흥동 145-26,129.357293,47113-00012,운동기구,629,용흥용당,어린이공원,054-270-5735,경상북도 포항시 북구 중흥로267번길 42,2026-05-12
조합놀이대+흔들놀이,1995-06-02,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.055653,경상북도 포항시 북구 우현동 538-1,129.357375,47113-00013,배드민턴장+운동기구,1415.9,우현서,어린이공원,054-270-5735,,2026-05-12
